degree,hours_daily,field,job_level,yrs_experience,company_size,country,salary_usd
bachelors,8,finance,entry,26,medium,dr_congo,84902.48
phd,12,law,entry,22,micro,Germany,100618.99
masters,7,research,senior,16,micro,Egypt,86045.09
phd,6,engineering,entry,39,micro,Canada,92017.62
phd,12,education,senior,3,micro,Russia,85479.41
masters,7,marketing,senior,6,small,China,89266.01
masters,12,law,senior,14,large,Brazil,196258.02
bachelors,9,law,senior,12,medium,Indonesia,145228.25
phd,12,engineering,senior,4,large,Iran,173992.53
bachelors,9,engineering,entry,0,small,Nigeria,29077.2
phd,6,engineering,entry,1,micro,Turkey,33686.31
bachelors,12,medicine,intermediate,16,medium,Thailand,116536.53
bachelors,9,it,senior,8,large,Philippines,142643.68
masters,11,marketing,senior,40,small,Brazil,174582.64
masters,8,law,intermediate,4,medium,Canada,82388.25
bachelors,8,engineering,senior,33,small,dr_congo,139550.94
phd,12,marketing,senior,24,large,Pakistan,195252.62
phd,10,marketing,entry,28,large,Philippines,108355.9
phd,7,finance,intermediate,33,medium,USA,141613.42
phd,12,marketing,intermediate,10,small,Brazil,93599.02
bachelors,7,education,entry,22,medium,Russia,55029.06
bachelors,9,sales,senior,1,micro,Germany,58167.95
phd,10,sales,senior,0,large,dr_congo,130449.64
phd,6,research,entry,14,large,Thailand,81608.57
bachelors,12,medicine,entry,38,micro,Pakistan,129776.6
bachelors,6,law,intermediate,22,small,Philippines,96496.48
phd,11,law,entry,39,large,India,176723.68
bachelors,8,finance,entry,13,small,Japan,51395.58
masters,8,education,senior,9,medium,China,98136.45
bachelors,9,marketing,entry,31,large,Vietnam,108105.72
bachelors,10,marketing,entry,35,large,Mexico,119390.25
bachelors,12,sales,intermediate,5,small,Bangladesh,60735.72
bachelors,8,education,intermediate,21,micro,China,64329.04
masters,11,design,entry,25,medium,Indonesia,82531.57
phd,7,finance,senior,14,small,Bangladesh,133220.02
bachelors,9,medicine,senior,16,large,Indonesia,174437.02
phd,10,design,intermediate,33,micro,Iran,113588.32
masters,12,it,entry,30,small,Philippines,102777.63
phd,8,education,senior,4,medium,Russia,91139.53
masters,6,law,intermediate,0,micro,dr_congo,46074.92
masters,10,medicine,intermediate,37,micro,Russia,126290.73
phd,12,sales,senior,27,medium,Canada,169426.71
bachelors,9,marketing,senior,27,small,Japan,131242.8
bachelors,9,research,entry,38,large,India,113695.72
phd,12,education,intermediate,23,large,Germany,126837.01
bachelors,8,medicine,senior,25,medium,Turkey,170923.66
bachelors,9,finance,senior,12,micro,Indonesia,109237.41
phd,10,it,senior,20,small,India,141862.2
bachelors,10,finance,senior,28,large,Thailand,219916.57
phd,11,design,senior,12,micro,Turkey,113207.55
masters,7,sales,entry,29,medium,Egypt,67177.74
phd,9,medicine,intermediate,24,large,Iran,166504.03
masters,7,medicine,intermediate,21,medium,Japan,114527.96
masters,7,finance,entry,22,large,Vietnam,84236.34
phd,7,design,senior,18,micro,Russia,96315.71
masters,10,design,entry,7,micro,Turkey,41305.26
bachelors,7,design,entry,2,medium,China,31530.99
masters,10,design,entry,29,large,India,100702.38
masters,8,it,entry,6,small,Nigeria,48823.53
bachelors,9,education,senior,12,medium,China,97935.09
phd,7,education,entry,0,micro,India,31642.85
phd,9,research,entry,19,medium,Vietnam,83102.61
bachelors,6,sales,entry,18,small,Thailand,46085.12
masters,11,design,senior,4,small,India,89479.56
masters,6,research,entry,8,small,Germany,43875.45
masters,8,sales,senior,26,large,Philippines,151844.87
phd,6,research,senior,6,medium,Pakistan,106235.48
phd,9,engineering,senior,29,small,Canada,159857.62
bachelors,6,design,entry,39,micro,Japan,66093.44
phd,12,design,intermediate,34,micro,Brazil,128085.55
phd,7,engineering,intermediate,24,medium,Germany,112470.36
masters,10,engineering,entry,20,micro,Pakistan,68472.62
bachelors,6,engineering,intermediate,16,micro,Canada,57975.91
bachelors,11,medicine,entry,27,small,Indonesia,106391.04
phd,9,finance,senior,22,medium,Ethiopia,175043.96
masters,9,finance,intermediate,38,large,Turkey,159544.4
phd,10,education,senior,34,small,USA,148568.52
bachelors,7,education,intermediate,34,medium,Pakistan,89164.83
bachelors,6,marketing,senior,10,micro,Bangladesh,74020.4
masters,9,it,entry,0,micro,Ethiopia,34614.43
phd,12,marketing,entry,25,small,Bangladesh,84854.93
phd,9,law,intermediate,6,medium,Nigeria,107662.37
bachelors,11,law,intermediate,7,small,Canada,87241.03
phd,10,law,senior,17,small,Mexico,159697.04
phd,12,it,senior,2,medium,dr_congo,146042.8
bachelors,12,finance,entry,38,large,Vietnam,155934.67
phd,7,design,senior,38,medium,Turkey,165650.33
masters,6,design,senior,25,medium,Egypt,123867.27
phd,6,medicine,intermediate,32,medium,Thailand,148248.63
bachelors,9,law,entry,3,micro,Philippines,33756.66
bachelors,10,sales,entry,0,small,Ethiopia,24843.59
masters,8,engineering,senior,37,large,Ethiopia,182954.79
bachelors,11,marketing,senior,34,medium,Egypt,170332.36
phd,11,finance,entry,10,medium,India,86590.0
bachelors,12,it,entry,4,large,Canada,63093.33
bachelors,7,education,intermediate,40,medium,Indonesia,96427.32
bachelors,9,law,entry,23,medium,Vietnam,86332.78
masters,12,research,senior,22,small,Ethiopia,137896.97
phd,12,design,intermediate,8,micro,India,83144.58
phd,11,marketing,senior,6,medium,Philippines,120371.06
masters,7,research,intermediate,27,large,Turkey,117850.54
bachelors,11,design,entry,2,micro,Thailand,26279.0
masters,11,marketing,entry,10,medium,Canada,54248.62
phd,9,law,senior,29,large,Vietnam,250279.45
bachelors,6,marketing,senior,2,small,Mexico,73799.04
bachelors,9,research,senior,1,micro,Philippines,80896.54
phd,7,medicine,intermediate,10,large,Russia,138644.07
masters,12,engineering,intermediate,17,micro,Bangladesh,92506.12
phd,10,research,entry,19,large,Brazil,116462.5
bachelors,9,design,senior,17,small,Turkey,105794.9
bachelors,6,medicine,entry,11,large,Mexico,66912.91
bachelors,9,marketing,intermediate,1,small,Russia,51308.15
bachelors,6,marketing,senior,0,medium,Ethiopia,69733.42
bachelors,10,law,senior,18,micro,USA,113898.56
phd,6,research,entry,19,medium,Nigeria,69514.67
phd,9,engineering,entry,17,large,Indonesia,99083.44
phd,11,education,intermediate,15,small,Vietnam,85300.76
phd,6,research,intermediate,1,micro,Iran,56255.38
masters,12,research,senior,3,small,Mexico,115074.39
masters,7,sales,intermediate,28,large,Japan,112356.05
bachelors,6,marketing,intermediate,1,small,Germany,44273.89
bachelors,9,sales,entry,27,medium,Bangladesh,74585.9
phd,6,research,entry,35,large,Brazil,122271.63
masters,6,education,intermediate,9,micro,Indonesia,41705.93
bachelors,7,it,intermediate,7,medium,dr_congo,62776.53
bachelors,8,finance,entry,33,small,Indonesia,89598.7
bachelors,7,it,senior,37,large,Nigeria,199268.36
masters,7,sales,senior,40,large,China,162022.27
phd,12,sales,entry,6,large,Ethiopia,66159.55
phd,9,law,intermediate,17,medium,Iran,113215.71
masters,11,marketing,entry,3,small,Canada,40863.58
phd,12,law,entry,20,medium,Turkey,115728.88
phd,7,marketing,entry,21,micro,dr_congo,64669.14
phd,8,finance,intermediate,25,large,Canada,160325.38
masters,9,finance,intermediate,21,large,Thailand,138538.04
bachelors,7,law,entry,11,small,Nigeria,45638.22
masters,8,engineering,senior,32,small,Thailand,151139.16
masters,11,sales,intermediate,14,medium,Mexico,89175.74
phd,7,sales,entry,32,small,Brazil,80779.66
phd,9,it,intermediate,4,small,Nigeria,74629.11
phd,9,finance,intermediate,21,medium,Japan,129521.46
bachelors,11,sales,entry,3,medium,Vietnam,37091.48
bachelors,12,sales,senior,3,micro,Nigeria,73735.91
masters,8,research,entry,8,micro,Iran,36420.34
bachelors,10,marketing,intermediate,29,medium,Japan,99287.51
bachelors,11,education,senior,28,micro,China,103323.76
bachelors,9,design,intermediate,0,medium,Egypt,54807.42
bachelors,11,research,intermediate,30,small,Pakistan,108370.82
masters,7,finance,intermediate,14,large,India,112791.14
phd,8,it,intermediate,37,large,Pakistan,188913.73
masters,8,it,intermediate,12,micro,China,73222.1
phd,6,engineering,senior,13,micro,Thailand,97995.71
masters,10,research,entry,8,small,Mexico,48551.32
masters,8,medicine,senior,24,medium,Vietnam,177414.69
masters,10,research,entry,25,micro,USA,67059.59
phd,10,engineering,intermediate,40,micro,Japan,128075.2
phd,12,medicine,entry,35,medium,Brazil,151894.06
masters,12,it,senior,2,medium,Canada,134942.6
phd,8,engineering,entry,19,small,Russia,79060.86
bachelors,12,it,senior,2,micro,dr_congo,88052.14
masters,11,research,intermediate,36,micro,Germany,110259.78
bachelors,11,medicine,entry,34,small,Pakistan,123610.44
bachelors,9,marketing,senior,28,large,India,175101.25
masters,9,research,senior,36,small,Egypt,147674.66
masters,11,research,entry,0,medium,USA,42447.92
bachelors,12,education,entry,11,small,Germany,42000.38
phd,11,education,intermediate,4,medium,Vietnam,70641.33
phd,9,research,intermediate,34,medium,Nigeria,145293.41
masters,10,sales,entry,0,medium,dr_congo,32245.93
phd,10,law,intermediate,6,large,Bangladesh,136514.27
masters,10,sales,entry,26,micro,Thailand,55969.05
bachelors,8,it,senior,0,medium,Bangladesh,92170.19
masters,12,design,intermediate,24,large,Thailand,149745.42
phd,11,design,senior,19,large,Philippines,174703.42
masters,11,research,senior,1,large,Iran,132861.78
bachelors,12,law,intermediate,24,medium,Thailand,142865.36
masters,10,sales,intermediate,31,small,Nigeria,92742.8
phd,10,design,senior,2,large,Philippines,121866.09
masters,6,sales,senior,12,micro,India,64171.91
masters,6,law,senior,36,small,Canada,147728.81
bachelors,10,medicine,intermediate,40,small,Brazil,162371.78
masters,10,research,senior,38,small,Indonesia,164621.26
phd,7,engineering,entry,7,large,Thailand,62742.64
phd,11,research,intermediate,0,small,Thailand,75016.22
masters,9,it,senior,11,small,Iran,125428.28
bachelors,8,medicine,senior,21,micro,Mexico,131232.71
masters,7,sales,entry,23,small,Ethiopia,59694.2
bachelors,11,finance,intermediate,3,small,Germany,72205.72
bachelors,11,it,senior,4,small,India,112674.13
bachelors,7,education,entry,14,medium,Mexico,47408.98
bachelors,6,education,entry,6,micro,Bangladesh,26254.81
bachelors,7,research,senior,18,large,Ethiopia,126740.5
masters,8,sales,intermediate,14,small,Vietnam,58010.09
bachelors,6,finance,intermediate,14,large,Russia,99774.81
bachelors,8,finance,entry,34,micro,Pakistan,72120.47
masters,6,it,entry,16,micro,Brazil,47911.0
bachelors,12,marketing,intermediate,20,large,USA,119179.47
bachelors,7,education,senior,17,medium,China,95128.71
bachelors,8,research,intermediate,27,small,Turkey,88314.76
bachelors,9,it,intermediate,9,micro,Brazil,70144.52
bachelors,6,design,entry,6,micro,Nigeria,28410.56
phd,9,finance,entry,35,large,USA,141027.71
phd,9,research,senior,2,micro,Philippines,97876.69
bachelors,7,marketing,entry,26,micro,Russia,55062.9
bachelors,8,law,entry,36,large,Nigeria,120116.74
masters,7,finance,intermediate,29,micro,USA,90640.99
phd,10,sales,intermediate,35,small,Russia,101293.48
bachelors,10,medicine,entry,8,large,dr_congo,67870.02
phd,8,education,senior,12,large,USA,137290.68
masters,9,medicine,intermediate,5,large,Egypt,110916.02
masters,9,medicine,senior,18,medium,Russia,161794.48
masters,12,law,senior,38,micro,Indonesia,177928.06
phd,10,sales,senior,37,micro,dr_congo,133028.28
phd,7,law,entry,9,large,India,80607.08
phd,9,law,senior,11,medium,Japan,161564.57
masters,9,law,intermediate,29,large,Germany,164829.61
masters,7,finance,entry,1,micro,Ethiopia,32587.78
phd,8,sales,intermediate,0,micro,India,45280.15
phd,9,sales,entry,1,micro,Nigeria,32881.91
bachelors,6,sales,intermediate,35,micro,Mexico,74525.53
masters,12,law,senior,10,large,Japan,197480.14
phd,9,law,senior,6,medium,Russia,158110.55
masters,11,engineering,senior,16,micro,Iran,125004.59
masters,10,research,senior,21,medium,Nigeria,154378.47
masters,10,education,senior,12,small,Mexico,88530.5
bachelors,10,research,senior,19,medium,Vietnam,123474.31
phd,6,marketing,intermediate,10,large,Egypt,83361.44
bachelors,8,design,senior,21,large,dr_congo,150506.0
phd,11,research,senior,6,micro,Russia,114807.09
bachelors,11,medicine,entry,24,large,Russia,138857.86
masters,7,marketing,entry,37,large,Ethiopia,116335.77
bachelors,10,law,intermediate,33,small,dr_congo,143412.34
bachelors,8,finance,senior,35,large,Indonesia,216207.19
bachelors,6,law,intermediate,4,large,Russia,72221.89
masters,7,sales,intermediate,13,medium,Iran,70278.87
bachelors,12,design,entry,17,micro,Mexico,50302.51
bachelors,8,medicine,senior,8,large,Thailand,149305.54
bachelors,11,design,entry,35,large,China,117833.81
masters,8,engineering,entry,2,small,Vietnam,39191.28
bachelors,10,design,senior,20,small,Philippines,117365.44
bachelors,7,law,entry,28,medium,USA,94416.88
bachelors,8,research,intermediate,34,medium,Vietnam,106035.26
bachelors,10,law,intermediate,23,small,Nigeria,113157.15
masters,12,engineering,intermediate,33,large,Bangladesh,170202.66
phd,12,law,entry,20,small,India,115441.19
bachelors,8,it,senior,4,small,dr_congo,101566.16
phd,7,engineering,entry,34,large,Thailand,123608.81
bachelors,8,engineering,entry,9,micro,Vietnam,33855.06
phd,12,engineering,senior,14,small,dr_congo,139915.62
phd,6,design,senior,0,micro,Germany,67383.92
phd,11,research,intermediate,13,medium,USA,118143.08
bachelors,11,medicine,senior,22,medium,Vietnam,188542.92
bachelors,11,sales,senior,10,micro,China,75685.14
phd,11,medicine,senior,3,small,Vietnam,145027.9
phd,7,sales,senior,39,small,Vietnam,134367.21
phd,6,law,intermediate,39,large,Pakistan,187487.98
phd,12,it,senior,21,small,Nigeria,179462.03
bachelors,8,education,intermediate,11,small,Japan,50436.57
bachelors,8,medicine,entry,15,large,Pakistan,93675.95
masters,6,it,senior,17,large,Russia,153900.54
bachelors,12,marketing,intermediate,21,small,dr_congo,94140.23
phd,12,education,entry,29,micro,Pakistan,83055.03
masters,11,engineering,entry,39,small,Russia,118472.09
masters,6,design,intermediate,9,micro,Vietnam,47071.04
bachelors,12,design,senior,40,small,Germany,160668.2
bachelors,9,education,intermediate,19,micro,Indonesia,55963.85
bachelors,10,medicine,intermediate,7,medium,Vietnam,90975.37
phd,10,engineering,senior,20,medium,Pakistan,155223.94
phd,12,education,senior,10,large,Japan,155361.81
phd,9,education,senior,39,large,Turkey,172050.33
phd,11,law,entry,34,micro,Bangladesh,127828.05
phd,11,research,intermediate,33,micro,Brazil,119373.78
phd,9,finance,senior,16,micro,Ethiopia,113351.36
phd,6,finance,entry,37,micro,Vietnam,95934.58
bachelors,10,research,entry,2,small,Bangladesh,33260.77
bachelors,12,it,intermediate,34,large,dr_congo,166008.0
masters,11,medicine,intermediate,8,small,Pakistan,103123.43
masters,11,it,senior,18,medium,USA,157266.01
bachelors,6,research,intermediate,20,micro,Mexico,59099.94
phd,6,it,entry,26,small,dr_congo,80146.49
phd,8,design,entry,19,micro,China,55352.06
phd,12,sales,senior,34,medium,Pakistan,157551.65
masters,11,law,senior,6,large,Nigeria,160081.07
bachelors,9,design,senior,1,small,Turkey,80618.15
masters,6,medicine,entry,20,large,Iran,87728.47
masters,9,sales,intermediate,23,small,Vietnam,73546.74
bachelors,7,it,entry,15,medium,India,63744.12
phd,8,design,senior,21,small,Germany,110872.17
phd,11,engineering,entry,38,small,Ethiopia,129200.54
masters,8,medicine,senior,32,medium,Bangladesh,182525.93
bachelors,6,engineering,senior,13,large,USA,128882.83
masters,10,education,senior,31,small,Philippines,121369.95
bachelors,7,marketing,entry,29,large,Philippines,87685.53
phd,12,it,senior,38,medium,Iran,221848.31
masters,9,research,senior,6,medium,Turkey,118515.44
phd,7,medicine,entry,32,micro,Japan,95814.03
masters,11,research,intermediate,38,micro,Bangladesh,114041.71
phd,11,design,entry,30,small,Turkey,103941.92
bachelors,12,design,senior,25,large,Russia,179557.29
bachelors,7,education,senior,2,medium,USA,73276.82
masters,11,law,intermediate,4,small,Bangladesh,79510.33
bachelors,9,it,intermediate,13,small,Germany,74573.72
phd,10,law,senior,40,small,Brazil,214656.32
bachelors,10,sales,intermediate,20,large,Indonesia,92525.14
bachelors,10,education,entry,1,large,Iran,38268.63
bachelors,6,medicine,senior,34,large,Indonesia,200187.83
masters,11,finance,entry,14,medium,Japan,82472.14
bachelors,12,design,entry,1,large,Philippines,44621.8
bachelors,10,law,entry,10,medium,China,62116.32
masters,7,medicine,entry,2,micro,Russia,34644.88
masters,8,finance,intermediate,26,large,Iran,130388.34
masters,12,marketing,intermediate,16,small,China,82826.76
phd,10,engineering,senior,39,micro,Nigeria,168668.77
phd,8,research,entry,26,small,Iran,90942.12
masters,11,medicine,senior,28,micro,Egypt,177159.4
bachelors,8,finance,intermediate,38,large,India,145957.12
bachelors,9,research,entry,28,small,Turkey,72838.03
bachelors,6,sales,senior,22,small,Ethiopia,83192.78
masters,9,medicine,intermediate,0,micro,India,67089.67
phd,9,education,entry,20,large,Thailand,88279.12
phd,9,marketing,senior,31,medium,Nigeria,163712.67
phd,8,law,senior,37,micro,Philippines,178014.86
masters,9,law,senior,0,medium,Germany,126138.46
bachelors,7,sales,senior,16,medium,Pakistan,86719.54
bachelors,9,engineering,senior,33,small,dr_congo,128629.98
masters,7,research,entry,6,small,Japan,39648.19
masters,12,it,entry,35,medium,Vietnam,132427.53
masters,6,marketing,senior,39,medium,Germany,149061.08
bachelors,6,it,entry,2,medium,Thailand,31589.84
masters,12,it,entry,17,medium,Bangladesh,82197.35
phd,10,medicine,senior,29,medium,Nigeria,221496.01
phd,8,it,entry,23,large,Brazil,125260.85
phd,6,medicine,intermediate,31,small,Russia,116907.42
phd,12,it,intermediate,24,large,USA,165029.16
bachelors,10,research,intermediate,14,large,Japan,110922.09
bachelors,8,engineering,senior,22,small,Vietnam,127302.48
masters,10,medicine,intermediate,10,large,Brazil,130305.23
phd,10,sales,senior,0,micro,Indonesia,79183.67
phd,10,medicine,senior,5,small,Ethiopia,132743.22
phd,8,marketing,entry,9,medium,India,57468.05
bachelors,11,medicine,entry,34,micro,Turkey,94543.69
bachelors,10,marketing,entry,33,large,Indonesia,99106.38
bachelors,7,engineering,senior,15,small,Egypt,93776.23
phd,7,engineering,intermediate,27,large,Mexico,124325.93
phd,11,medicine,senior,24,small,dr_congo,207198.22
phd,8,engineering,intermediate,6,medium,Brazil,77675.81
masters,11,engineering,entry,24,medium,Germany,82710.56
bachelors,12,education,intermediate,33,medium,Bangladesh,113862.26
phd,6,finance,entry,1,small,Germany,44230.67
phd,6,design,entry,0,small,Egypt,34472.51
phd,10,education,senior,17,micro,Egypt,98638.16
masters,7,engineering,intermediate,0,large,Pakistan,62294.19
masters,7,medicine,senior,14,large,India,170471.94
masters,12,design,intermediate,19,large,Iran,131585.51
bachelors,11,law,intermediate,34,small,Mexico,132623.38
bachelors,10,it,intermediate,27,medium,Philippines,118008.27
masters,12,sales,entry,26,medium,Japan,79610.38
masters,9,sales,entry,28,large,China,98782.86
bachelors,11,medicine,senior,2,small,Japan,113868.78
masters,11,research,entry,18,micro,Japan,64810.22
bachelors,6,marketing,senior,1,small,Brazil,65853.05
bachelors,8,it,entry,32,micro,Pakistan,80377.86
phd,10,finance,senior,34,micro,Nigeria,145317.79
phd,10,engineering,intermediate,21,medium,Indonesia,115878.52
bachelors,9,law,senior,25,large,dr_congo,178860.79
masters,9,research,entry,8,medium,Nigeria,53547.37
phd,12,it,intermediate,25,small,Nigeria,128867.23
phd,8,marketing,intermediate,17,small,Turkey,77521.43
phd,12,research,senior,17,small,Russia,142886.21
masters,9,medicine,entry,38,micro,Turkey,104884.55
phd,12,marketing,senior,7,micro,Mexico,96811.26
masters,12,law,senior,18,medium,Egypt,177635.19
masters,11,engineering,senior,33,large,Turkey,208292.15
phd,8,finance,intermediate,34,small,Egypt,139096.72
bachelors,9,marketing,entry,13,micro,Canada,40802.02
phd,8,it,entry,28,medium,Turkey,99250.96
bachelors,8,finance,entry,13,micro,Iran,47503.13
bachelors,9,marketing,entry,40,large,Iran,116143.43
phd,12,it,senior,30,medium,India,221008.56
bachelors,10,engineering,senior,10,micro,Mexico,95596.74
bachelors,8,education,senior,37,micro,Philippines,98521.5
phd,8,research,entry,25,micro,Philippines,72833.82
bachelors,12,it,senior,20,micro,Japan,119690.88
phd,11,engineering,entry,29,micro,Germany,98888.68
bachelors,9,finance,entry,19,micro,Turkey,53269.86
masters,11,research,intermediate,29,micro,Indonesia,105847.1
masters,12,finance,intermediate,31,small,Egypt,136357.67
phd,8,finance,entry,16,medium,Russia,77968.02
phd,10,law,intermediate,30,large,Mexico,177142.68
masters,12,medicine,intermediate,0,small,Thailand,84998.2
masters,12,education,senior,3,small,Thailand,91821.97
bachelors,11,law,intermediate,32,large,Vietnam,163562.27
masters,9,medicine,entry,22,large,Nigeria,122964.89
phd,8,sales,intermediate,35,small,Philippines,99430.02
masters,6,it,senior,0,small,Bangladesh,77858.79
phd,10,design,senior,37,small,Germany,152348.79
bachelors,7,law,senior,32,micro,Mexico,122181.24
phd,8,research,senior,31,medium,India,173637.73
phd,8,sales,entry,15,micro,Germany,50861.05
bachelors,12,law,entry,24,large,Brazil,119149.19
bachelors,10,finance,entry,23,small,Japan,76152.68
bachelors,12,finance,intermediate,27,small,Canada,129681.04
phd,6,sales,intermediate,37,large,Vietnam,117061.75
masters,10,law,entry,4,small,Indonesia,51001.76
masters,6,medicine,intermediate,32,small,Ethiopia,114626.59
bachelors,10,education,entry,5,small,Ethiopia,30716.18
masters,7,engineering,entry,23,micro,Canada,56737.2
bachelors,6,education,intermediate,13,medium,Canada,62974.8
phd,9,engineering,senior,39,medium,Russia,183418.17
phd,10,medicine,intermediate,25,small,Thailand,142259.64
bachelors,10,medicine,senior,39,large,China,249128.27
phd,11,research,senior,40,micro,dr_congo,170930.46
masters,12,it,entry,12,small,Philippines,61220.48
phd,7,it,senior,22,large,Indonesia,168027.81
masters,9,engineering,senior,30,micro,Russia,127560.78
bachelors,9,research,senior,13,medium,Indonesia,114773.63
masters,10,medicine,intermediate,12,small,Japan,96651.21
masters,10,sales,intermediate,3,medium,Egypt,65865.54
bachelors,10,sales,entry,10,medium,China,47883.74
bachelors,11,marketing,entry,21,medium,Brazil,72622.92
phd,10,it,entry,37,small,dr_congo,131000.92
masters,12,sales,senior,35,micro,Mexico,121221.64
bachelors,8,it,intermediate,12,medium,Thailand,77611.18
bachelors,9,design,senior,22,small,Turkey,117026.78
bachelors,6,medicine,senior,4,small,Philippines,99635.79
bachelors,6,medicine,entry,30,small,Turkey,86654.01
bachelors,9,law,intermediate,9,large,dr_congo,101348.48
masters,7,it,intermediate,7,medium,Russia,69325.73
phd,7,law,senior,25,medium,China,184384.73
bachelors,8,engineering,entry,16,large,Thailand,67097.79
masters,8,finance,intermediate,21,large,Canada,116420.45
masters,9,design,senior,5,medium,Vietnam,101036.18
phd,7,finance,entry,39,small,Indonesia,117078.64
masters,7,medicine,intermediate,27,small,Bangladesh,108562.77
bachelors,11,finance,senior,30,large,Thailand,195934.35
bachelors,9,marketing,entry,20,medium,Pakistan,63409.78
phd,12,research,senior,36,small,Vietnam,176870.7
phd,6,law,senior,2,large,Philippines,151057.88
phd,12,marketing,senior,25,micro,Mexico,126654.91
bachelors,8,education,entry,1,medium,Indonesia,27645.47
bachelors,8,education,senior,27,large,Canada,138079.31
bachelors,9,design,senior,8,small,India,91519.27
bachelors,6,marketing,senior,21,micro,USA,78441.91
bachelors,8,research,intermediate,19,medium,Germany,93537.23
masters,9,sales,senior,29,micro,India,109961.37
masters,8,law,senior,28,medium,Canada,185977.12
masters,10,finance,intermediate,19,large,Brazil,141816.43
bachelors,12,finance,intermediate,37,small,Russia,134900.07
bachelors,12,medicine,senior,37,small,Mexico,205722.15
bachelors,11,marketing,senior,10,micro,Indonesia,96702.7
phd,8,medicine,entry,17,micro,USA,80141.27
masters,7,design,intermediate,24,small,India,83102.46
bachelors,6,medicine,senior,24,large,Japan,193853.54
bachelors,8,marketing,senior,14,micro,Canada,86292.91
phd,8,design,entry,2,large,China,56503.17
phd,10,marketing,intermediate,18,large,Indonesia,122131.87
phd,11,medicine,intermediate,37,medium,Vietnam,189770.61
phd,10,research,entry,20,micro,Thailand,72798.06
bachelors,11,law,intermediate,15,medium,China,100318.63
phd,7,design,entry,33,large,Iran,106518.26
masters,10,marketing,senior,22,large,Bangladesh,164743.83
masters,12,education,entry,27,large,Ethiopia,96414.46
phd,10,medicine,entry,25,micro,Brazil,104921.54
bachelors,11,education,intermediate,36,medium,Turkey,118524.07
phd,7,finance,intermediate,23,micro,Indonesia,93564.12
bachelors,7,marketing,entry,32,small,Mexico,65537.81
phd,8,research,senior,0,micro,Turkey,92373.16
bachelors,11,design,senior,20,medium,Thailand,145281.85
bachelors,12,it,intermediate,33,medium,Canada,145667.26
masters,9,finance,entry,32,medium,Brazil,116780.61
masters,6,sales,intermediate,19,medium,Russia,71883.94
bachelors,12,research,senior,13,small,Japan,121516.78
bachelors,12,sales,intermediate,35,large,dr_congo,138937.48
phd,11,sales,intermediate,25,micro,Philippines,98640.81
masters,9,sales,senior,38,micro,Pakistan,107222.71
masters,7,marketing,senior,12,medium,Japan,103175.33
masters,7,engineering,entry,6,micro,Iran,34151.91
masters,12,engineering,entry,30,micro,Mexico,89002.77
bachelors,10,design,senior,15,micro,Vietnam,97378.81
phd,6,it,intermediate,14,medium,Egypt,89162.78
bachelors,8,sales,senior,8,small,Pakistan,79529.07
bachelors,12,education,senior,4,small,Turkey,90589.62
phd,7,design,entry,23,large,Bangladesh,100620.04
bachelors,7,sales,intermediate,20,large,Mexico,80759.3
masters,7,education,intermediate,0,medium,India,50390.72
bachelors,10,finance,intermediate,24,medium,China,122710.54
bachelors,12,engineering,senior,7,small,Bangladesh,110718.35
bachelors,9,engineering,senior,3,large,Nigeria,126419.47
phd,7,design,senior,9,medium,Russia,104497.69
bachelors,7,research,senior,5,medium,Brazil,86178.09
bachelors,11,finance,senior,14,medium,Japan,151473.37
bachelors,11,law,intermediate,5,medium,Canada,79102.21
masters,10,engineering,intermediate,25,micro,Vietnam,90585.3
masters,6,education,intermediate,4,large,Canada,62661.35
masters,8,education,entry,24,medium,Ethiopia,62966.43
masters,8,design,intermediate,17,large,China,105655.47
masters,6,law,entry,23,medium,India,87756.29
phd,8,medicine,intermediate,21,large,Egypt,159653.36
masters,12,it,entry,26,large,USA,116836.65
bachelors,6,engineering,senior,38,small,Nigeria,126732.72
phd,11,engineering,senior,40,medium,Russia,211263.25
phd,6,education,intermediate,4,micro,Ethiopia,50385.69
bachelors,6,medicine,intermediate,30,medium,Germany,110202.11
phd,8,marketing,intermediate,6,medium,Nigeria,75706.51
bachelors,11,research,intermediate,40,large,Russia,183383.65
phd,9,marketing,entry,19,large,China,93216.77
masters,11,engineering,intermediate,6,small,Indonesia,79162.89
phd,8,finance,senior,11,small,Brazil,118838.45
masters,7,marketing,entry,4,micro,Germany,32376.5
bachelors,12,it,entry,13,small,Pakistan,61083.66
masters,7,engineering,entry,0,micro,USA,26154.27
masters,10,education,intermediate,17,medium,Nigeria,86334.55
bachelors,10,law,intermediate,35,large,Philippines,193206.15
bachelors,12,law,intermediate,40,micro,Russia,139149.53
phd,9,design,intermediate,8,large,Vietnam,105477.72
bachelors,8,design,intermediate,18,medium,Turkey,76411.65
bachelors,10,engineering,senior,19,micro,Egypt,104838.27
masters,6,finance,entry,16,micro,Turkey,50586.42
masters,6,sales,senior,25,medium,Philippines,113730.45
bachelors,8,sales,senior,27,medium,Egypt,125180.13
bachelors,9,finance,intermediate,1,micro,Iran,55511.36
masters,6,marketing,intermediate,31,small,Turkey,80630.56
masters,7,medicine,senior,7,large,Mexico,157941.9
bachelors,10,marketing,intermediate,39,medium,Ethiopia,115668.07
phd,9,finance,intermediate,10,large,Vietnam,127639.98
masters,12,finance,senior,9,large,Iran,162347.25
